date, totvol
2012040215, 1071766
2012040216, 1081033
2012040217, 1136182
2012040218, 1085298
2012040219, 1053492
2012040220, 1056128
2012040221, 1086024
2012040222, 1057161
2012040223, 1063286
2012040300, 1101197
2012040301, 949646
2012040302, 1064169
2012040303, 984981
2012040304, 952359
2012040305, 1016573
2012040306, 955811
2012040307, 864366
2012040308, 849223
2012040309, 910579
2012040310, 987810
2012040311, 1143934
2012040312, 1308864
2012040313, 1457793
2012040314, 1132242
2012040315, 1084441
2012040316, 1172581
2012040317, 1162671
2012040318, 1088068
2012040319, 1153697
2012040320, 1204135
2012040321, 1123391
2012040322, 1108987
2012040323, 1101458
2012040400, 1127926
2012040401, 1179287
2012040402, 1104038
2012040403, 1103076
2012040404, 1069010
2012040405, 1056467
2012040406, 887932
2012040407, 794404
2012040408, 780943
2012040409, 844566
2012040410, 951932
2012040411, 1086839
2012040412, 927432
2012040509, 683843
2012040510, 866688
2012040511, 902497
2012040512, 921983
2012040513, 985062
2012040514, 989097
2012040515, 977360
2012040516, 948843
2012040517, 1012139
2012040518, 974498
2012040519, 182435
2012040520, 26935
2012040521, 26167
2012040522, 23949
2012040523, 25497
2012040600, 26058
2012040601, 23767
2012040602, 26386
2012040603, 26309
2012040604, 23540
2012040605, 23278
2012040606, 22957
2012040607, 22389
2012040608, 21424
2012040609, 20914
2012040610, 21479
2012040611, 796726
2012040612, 873866
2012040613, 856718
2012040614, 731019
2012040615, 30105
2012040616, 26605
2012040617, 33486
2012040618, 27465
2012040619, 24904
2012040620, 23791
2012040621, 29707
2012040622, 23958
2012040623, 24575
2012040700, 24340
2012040701, 25127
2012040702, 23792
2012040703, 201502
2012040704, 855425
2012040705, 853295
2012040706, 810578
2012040707, 382535
2012040708, 702706
2012040709, 782957
2012040710, 806090
2012040711, 812336
2012040712, 836094
2012040713, 836750
2012040714, 826323
2012040715, 926643
2012040716, 623603
2012040717, 26834
2012040718, 25312
2012040719, 23812
2012040720, 24357
2012040721, 26491
2012040722, 24236
2012040723, 24740
2012040800, 25681
2012040801, 23867
2012040802, 26867
2012040803, 29467
2012040804, 23665
2012040805, 24442
2012040806, 79306
2012040807, 784599
2012040808, 800188
2012040809, 62884
2012040810, 296744
2012040811, 21659
2012040812, 23726
2012040813, 23668
2012040814, 27655
2012040815, 26574
2012040816, 27989
2012040817, 431947
2012040818, 949459
2012040819, 1001697
2012040820, 146962
2012040821, 783234
2012040822, 918380
2012040823, 919597
2012040900, 898274
2012040901, 892042
2012040902, 916252
2012040903, 863310
2012040904, 883520
2012040905, 806705
2012040906, 774963
2012040907, 718942
2012040908, 731659
2012040909, 780145
2012040910, 841030
2012040911, 821120
2012040912, 901856
2012040913, 608677
2012040914, 29733
2012040915, 26066
2012040916, 25211
2012040917, 29212
2012040918, 26663
2012040919, 24617
2012040920, 27066
2012040921, 35579
2012040922, 26560
2012040923, 26636
2012041000, 25484
2012041001, 26689
2012041002, 26671
2012041003, 29339
2012041004, 24662
2012041005, 22396
2012041006, 20404
2012041007, 22071
2012041008, 20821
2012041009, 19892
2012041010, 20942
2012041011, 21864
2012041012, 25674
2012041013, 25857
2012041014, 26447
2012041015, 24058
2012041016, 27926
2012041017, 28946
2012041018, 25136
2012041019, 25586
2012041020, 25618
2012041021, 26190
2012041022, 25912
2012041023, 28412
2012041100, 25139
2012041101, 26825
2012041102, 25947
2012041103, 26418
2012041104, 24075
2012041105, 22146
2012041106, 21830
2012041107, 19561
2012041108, 20761
2012041109, 22633
2012041110, 22418
2012041111, 23713
2012041112, 22405
2012041113, 24316
2012041114, 27614
2012041115, 27236
2012041116, 26118
2012041117, 30909
2012041118, 25462
2012041119, 26725
2012041120, 28348
2012041121, 32300
2012041122, 27777
2012041123, 26214
2012041200, 26465
2012041201, 26087
2012041202, 26695
2012041203, 26342
2012041204, 24881
2012041205, 25229
2012041206, 19966
2012041207, 19214
2012041208, 20555
2012041209, 20304
2012041210, 916443
2012041211, 1135098
2012041212, 1102654
2012041213, 1152028
2012041214, 1162030
2012041215, 979424
2012041216, 1052856
2012041217, 1075105
2012041218, 1065135
2012041219, 937932
2012041220, 1044740
2012041221, 1017953
2012041222, 980786
2012041223, 1007312
2012041300, 956036
2012041301, 945214
2012041302, 1003624
2012041303, 985258
2012041304, 1004687
2012041305, 911248
2012041306, 785629
2012041307, 795392
2012041308, 787475
2012041309, 857031
2012041310, 988568
2012041311, 998562
2012041312, 1101565
2012041313, 1069148
2012041314, 894920
2012041315, 1000411
2012041316, 1014689
2012041317, 980045
2012041318, 951855
2012041319, 950624
2012041320, 925580
2012041321, 1066051
2012041322, 979672
2012041323, 976977
2012041400, 1020730
2012041401, 953848
2012041402, 919896
2012041403, 906730
2012041404, 996081
2012041405, 909723
2012041406, 929839
2012041407, 858901
2012041408, 838216
2012041409, 854996
2012041410, 816152
2012041411, 816185
2012041412, 1057220
2012041413, 973434
2012041414, 1083798
2012041415, 1049492
2012041416, 1032173
2012041417, 886396
2012041418, 1096383
2012041419, 1113806
2012041420, 971039
2012041421, 950966
2012041422, 994390
2012041423, 1035190
2012041500, 1005979
2012041501, 1022062
2012041502, 1011079
2012041503, 956442
2012041504, 982451
2012041505, 948378
2012041506, 1014168
2012041507, 924009
2012041508, 893478
2012041509, 874935
2012041510, 792365
2012041511, 899790
2012041512, 967491
2012041513, 1019053
2012041514, 1000069
2012041515, 1074610
2012041516, 1093527
2012041517, 1057508
2012041518, 999253
2012041519, 955759
2012041520, 954461
2012041521, 907893
2012041522, 844357
2012041523, 903795
2012041600, 986005
2012041601, 934221
2012041602, 977407
2012041603, 811866
2012041604, 939952
2012041605, 985671
2012041606, 859767
2012041607, 764380
2012041608, 744047
2012041609, 801602
2012041610, 954912
2012041611, 1149252
2012041612, 1121558
2012041613, 1002033
2012041614, 936813
2012041615, 987381
2012041616, 864164
2012041617, 976829
2012041618, 886075
2012041619, 935909
2012041620, 914247
2012041621, 888693
2012041622, 935544
2012041623, 913067
2012041700, 884201
2012041701, 911957
2012041702, 890172
2012041703, 832706
2012041704, 876796
2012041705, 916883
2012041706, 829881
2012041707, 617970
2012041708, 734518
2012041709, 779404
2012041710, 906564
2012041711, 1095734
2012041712, 903111
2012041713, 768872
2012041714, 880533
2012041715, 1140499
2012041716, 1080953
2012041717, 1142634
2012041718, 1089575
2012041719, 996996
2012041720, 988104
2012041721, 934622
2012041722, 958134
2012041723, 965519
2012041800, 895920
2012041801, 858877
2012041802, 949808
2012041803, 970961
2012041804, 992969
2012041805, 954432
2012041806, 815033
2012041807, 752516
2012041808, 672021
2012041809, 810866
2012041810, 978633
2012041811, 1057242
2012041812, 1002512
2012041813, 1195935
2012041814, 981246
2012041815, 936885
2012041816, 816624
2012041817, 958550
2012041818, 1026372
2012041819, 992697
2012041820, 936708
2012041821, 969107
2012041822, 955532
2012041823, 1011846
2012041900, 1085015
2012041901, 967525
2012041902, 886811
2012041903, 961026
2012041904, 971168
2012041905, 957124
2012041906, 822743
2012041907, 758952
2012041908, 742740
2012041909, 806844
2012041910, 938574
2012041911, 1133952
2012041912, 1198671
2012041913, 1311518
2012041914, 1324057
2012041915, 1312287
2012041916, 1126245
2012041917, 1159648
2012041918, 1227920
2012041919, 1217255
2012041920, 1126653
2012041921, 1137972
2012041922, 1149132
2012041923, 1100023
2012042000, 1103873
2012042001, 1127622
2012042002, 1093041
2012042003, 1173738
2012042004, 1087300
2012042005, 974992
2012042006, 863665
2012042007, 796463
2012042008, 764187
2012042009, 819017
2012042010, 958806
2012042011, 1185783
2012042012, 1074834
2012042013, 1140971
2012042014, 1179572
2012042015, 1021675
2012042016, 1207402
2012042017, 972619
2012042018, 1153797
2012042019, 1094135
2012042020, 1120135
2012042021, 1077000
2012042022, 1119831
2012042023, 1055632
2012042100, 1027342
2012042101, 1096514
2012042102, 1089754
2012042103, 1063051
2012042104, 1139194
2012042105, 1026839
2012042106, 894082
2012042107, 842520
2012042108, 829820
2012042109, 864018
2012042110, 856266
2012042111, 1038020
2012042112, 1151533
2012042113, 1113640
2012042114, 1127779
2012042115, 1110783
2012042116, 1175793
2012042117, 1190408
2012042118, 1086892
2012042119, 1011573
2012042120, 1109092
2012042121, 1079761
2012042122, 1041222
2012042123, 1121589
2012042200, 1092891
2012042201, 1116316
2012042202, 1142043
2012042203, 1055890
2012042204, 926838
2012042205, 978407
2012042206, 984087
2012042207, 819732
2012042208, 801597
2012042209, 888591
2012042210, 964756
2012042211, 1033055
2012042212, 1115836
2012042213, 1037566
2012042214, 1002567
2012042215, 1073527
2012042216, 1159421
2012042217, 1093024
2012042218, 1114884
2012042219, 1114029
2012042220, 1094903
2012042221, 1009257
2012042222, 1136687
2012042223, 1075293
2012042300, 1055941
2012042301, 1117890
2012042302, 1089950
2012042303, 997115
2012042304, 1125567
2012042305, 1004643
2012042306, 771368
2012042307, 768251
2012042308, 757847
2012042309, 817049
2012042310, 880016
2012042311, 1167678
2012042312, 1176791
2012042313, 1284905
2012042314, 1355665
2012042315, 1204250
2012042316, 1181230
2012042317, 1163947
2012042318, 1155838
2012042319, 1171683
2012042320, 1064957
2012042321, 1072370
2012042322, 1045999
2012042323, 1079417
2012042400, 1087053
2012042401, 1058032
2012042402, 1036716
2012042403, 1029007
2012042404, 1049450
2012042405, 980389
2012042406, 840273
2012042407, 758412
2012042408, 751987
2012042409, 821574
2012042410, 963299
2012042411, 1163431
2012042412, 1132394
2012042413, 1138231
2012042414, 1157183
2012042415, 1153288
2012042416, 1148379
2012042417, 1175329
2012042418, 1188669
2012042419, 1237828
2012042420, 1190271
2012042421, 1093795
2012042422, 1139553
2012042423, 1124919
2012042500, 1129734
2012042501, 1087337
2012042502, 1033161
2012042503, 1057939
2012042504, 1078574
2012042505, 970483
2012042506, 850083
2012042507, 783103
2012042508, 760741
2012042509, 828215
2012042510, 977018
2012042511, 1125445
2012042512, 1211517
2012042513, 1147242
2012042514, 1188441
2012042515, 1213235
2012042516, 1135259
2012042517, 1174534
2012042518, 1198707
2012042519, 1160040
2012042520, 1142280
2012042521, 1112312
2012042522, 1099602
2012042523, 1114496
2012042600, 1078703
2012042601, 1099189
2012042602, 1171851
2012042603, 1111233
2012042604, 1134756
2012042605, 980379
2012042606, 848933
2012042607, 699883
2012042608, 774584
2012042609, 833524
2012042610, 971076
2012042611, 1177580
2012042612, 1175946
2012042613, 1322885
2012042614, 1258561
2012042615, 1147498
2012042616, 1188229
2012042617, 1331848
2012042618, 1303098
2012042619, 1290602
2012042620, 1181184
2012042621, 1076744
2012042622, 1043534
2012042623, 1218111
2012042700, 1134685
2012042701, 1062329
2012042702, 1085271
2012042703, 1123077
2012042704, 1115763
2012042705, 980359
2012042706, 871910
2012042707, 744265
2012042708, 791392
2012042709, 838798
2012042710, 990357
2012042711, 1102806
2012042712, 1257374
2012042713, 1446708
2012042714, 1338007
2012042715, 1353469
2012042716, 1285136
2012042717, 1307921
2012042718, 1303227
2012042719, 1281557
2012042720, 1308863
2012042721, 1342093
2012042809, 8732
2012042810, 909697
2012042811, 1036723
2012042812, 1232483
2012042813, 1319447
2012042814, 1210174
2012042815, 1236520
2012042816, 1257078
2012042817, 1209094
2012042818, 1284239
2012042819, 1229083
2012042820, 1339814
2012042821, 1318780
2012042822, 1300497
2012042823, 1320036
2012042900, 1309572
2012042901, 1344835
2012042902, 1224518
2012042903, 1248867
2012042904, 1259938
2012042905, 1131300
2012042906, 988912
2012042907, 893082
2012042908, 878118
2012042909, 885530
2012042910, 1002473
2012042911, 1079182
2012042912, 1256606
2012042913, 1269657
2012042914, 1301970
2012042915, 1229410
2012042916, 1257765
2012042917, 1332904
2012042918, 1286264
2012042919, 1415621
2012042920, 1321298
2012042921, 1238205
2012042922, 1273386
2012042923, 1245351
2012043000, 1266573
2012043001, 1209225
2012043002, 1309496
2012043003, 1192686
2012043004, 1387080
2012043005, 1074764
2012043006, 922421
2012043007, 829183
2012043008, 817789
2012043009, 858015
2012043010, 977620
2012043011, 1171291
2012043012, 1330656
2012043013, 1517125
2012043014, 1267218
2012043015, 1275197
2012043016, 1365807
2012043017, 1333069
2012043018, 1289664
2012043019, 1377621
2012043020, 1209406
2012043021, 1278902
2012043022, 1400684
2012043023, 1322196
2012050100, 1333795
2012050101, 1346911
2012050102, 1337954
2012050103, 1311388
2012050104, 1199060
2012050105, 1073849
2012050106, 897252
2012050107, 811710
2012050108, 632211
2012050109, 790852
2012050110, 997722
2012050111, 1191044
2012050112, 1345160
2012050113, 1399162
2012050114, 1389671
2012050115, 1321209
2012050116, 1345186
2012050117, 1311348
2012050118, 1379525
2012050119, 1184446
2012050120, 1369903
2012050121, 1183989
2012050122, 1343774
2012050123, 1235372
2012050200, 1223733
2012050201, 1402045
2012050202, 1340569
2012050203, 1393725
2012050204, 1237756
2012050205, 989094
2012050206, 841959
2012050207, 793708
2012050208, 786579
2012050209, 854698
2012050210, 1005277
2012050211, 1192155
2012050212, 1341758
2012050213, 1498607
2012050214, 1502857
2012050215, 1304020
2012050216, 1294122
2012050217, 1313170
2012050218, 1328130
2012050219, 1174425
2012050220, 664573
2012050221, 428840
2012050305, 440255
2012050306, 886175
2012050307, 736901
2012050308, 802253
2012050309, 847464
2012050310, 979831
2012050311, 1185436
2012050312, 1317559
2012050313, 1301292
2012050314, 1225380
2012050315, 1284763
2012050316, 1329964
2012050317, 1320179
2012050318, 1314916
2012050319, 1353714
2012050320, 1339295
2012050321, 1218856
2012050322, 1282447
2012050323, 1372115
2012050400, 1339811
2012050401, 1183223
2012050402, 1203917
2012050403, 1257651
2012050404, 1188680
2012050405, 983708
2012050406, 902292
2012050407, 853572
2012050408, 834677
2012050409, 880316
2012050410, 1016486
2012050411, 1223020
2012050412, 1395871
2012050413, 1551528
2012050414, 1363684
2012050415, 1506092
2012050416, 1312835
2012050417, 1417383
2012050418, 1237004
2012050419, 1327806
2012050420, 1356133
2012050421, 1339487
2012050422, 1372785
2012050423, 1304094
2012050500, 1386897
2012050501, 1321783
2012050502, 1200900
2012050503, 1325720
2012050504, 1296651
2012050505, 1081449
2012050506, 923707
2012050507, 862778
2012050508, 862738
2012050509, 918169
2012050510, 980059
2012050511, 1101508
2012050512, 1301118
2012050513, 1293109
2012050514, 977996
2012050515, 1288494
2012050516, 1244578
2012050517, 1143421
2012050518, 1071001
2012050519, 1164346
2012050520, 1338503
2012050521, 1329826
2012050522, 1325037
2012050523, 1101547
2012050600, 1172029
2012050601, 1137509
2012050602, 1119157
2012050603, 1063030
2012050604, 1181059
2012050605, 1114967
2012050606, 952270
2012050607, 944678
2012050608, 909602
2012050609, 926412
2012050610, 997621
2012050611, 1122856
2012050612, 1182225
2012050613, 1103633
2012050614, 1266048
2012050615, 1184153
2012050616, 1227821
2012050617, 1153401
2012050618, 1112160
2012050619, 1182080
2012050620, 1104764
2012050621, 1061013
2012050622, 1151283
2012050623, 1088227
2012050700, 1049721
2012050701, 1144191
2012050702, 1116945
2012050703, 1121425
2012050704, 1075583
2012050705, 1014704
2012050706, 838090
2012050707, 774956
2012050708, 790401
2012050709, 863671
2012050710, 1025869
2012050711, 1001016
2012050712, 1114560
2012050713, 1044321
2012050714, 1026351
2012050715, 1124735
2012050716, 1189305
2012050717, 1202329
2012050718, 1277324
2012050719, 1244882
2012050720, 1141608
2012050721, 1065611
2012050722, 1165163
2012050723, 1079629
2012050800, 1167031
2012050801, 1156496
2012050802, 1168152
2012050803, 1068395
2012050804, 1090463
2012050805, 969033
2012050806, 818091
2012050807, 750540
2012050808, 745753
2012050809, 834384
2012050810, 983244
2012050811, 1190798
2012050812, 1363170
2012050813, 1403032
2012050814, 1149200
2012050815, 1202562
2012050816, 1274485
2012050817, 1277747
2012050818, 1358449
2012050819, 1330407
2012050820, 1313964
2012050821, 1234469
2012050822, 1245879
2012050823, 1317080
2012050900, 1283785
2012050901, 1235688
2012050902, 1274329
2012050903, 1207395
2012050904, 1206448
2012050905, 1038711
2012050906, 849398
2012050907, 779520
2012050908, 766489
2012050909, 831018
2012050910, 984622
2012050911, 1197562
2012050912, 1314882
2012050913, 1302085
2012050914, 1255768
2012050915, 1273761
2012050916, 1345471
2012050917, 1185024
2012050918, 1321180
2012050919, 1369185
2012050920, 1237095
2012050921, 1289443
2012050922, 1316107
2012050923, 1330469
2012051000, 1271226
2012051001, 1313862
2012051002, 1281281
2012051003, 1182341
2012051004, 1159127
2012051005, 1007102
2012051006, 857550
2012051007, 782169
2012051008, 763149
2012051009, 819059
2012051010, 966231
2012051011, 1164960
2012051012, 1365841
2012051013, 1530297
2012051014, 1234157
2012051015, 1290905
2012051016, 1138427
2012051017, 1231832
2012051018, 1316519
2012051019, 1327615
2012051020, 1299288
2012051021, 1220200
2012051022, 1365337
2012051023, 1471251
2012051100, 1379764
2012051101, 1288014
2012051102, 1312459
2012051103, 1399366
2012051104, 1228268
2012051105, 1006980
2012051106, 873302
2012051107, 811453
2012051108, 781399
2012051109, 853394
2012051110, 908046
2012051111, 1188597
2012051112, 1397626
2012051113, 1565922
2012051114, 1463647
2012051115, 1393647
2012051116, 1570423
2012051117, 1396115
2012051118, 1289471
2012051119, 1306667
2012051120, 1357568
2012051121, 1404456
2012051122, 1405131
2012051123, 1360044
2012051200, 1362787
2012051201, 1409786
2012051202, 1419031
2012051203, 1334858
2012051204, 1262274
2012051205, 1051312
2012051206, 907128
2012051207, 858607
2012051208, 853748
2012051209, 886224
2012051210, 933910
2012051211, 1066617
2012051212, 1261651
2012051213, 1392886
2012051214, 1309404
2012051215, 1331875
2012051216, 1287354
2012051217, 1456398
2012051218, 1438794
2012051219, 1346304
2012051220, 1336082
2012051221, 1296685
2012051222, 1161199
2012051223, 1282885
2012051300, 1113470
2012051301, 1132617
2012051302, 1260668
2012051303, 1193570
2012051304, 1252310
2012051305, 1224948
2012051306, 997122
2012051307, 911019
2012051308, 898552
2012051309, 927483
2012051310, 990582
2012051311, 1131060
2012051312, 1311760
2012051313, 1514693
2012051314, 1340138
2012051315, 1436031
2012051316, 1301398
2012051317, 1321799
2012051318, 1261606
2012051319, 1304107
2012051320, 1263529
2012051321, 1336136
2012051322, 1206959
2012051323, 1239684
2012051400, 1272621
2012051401, 1210830
2012051402, 1182188
2012051403, 1196423
2012051404, 1141516
2012051405, 996894
2012051406, 808144
2012051407, 783060
2012051408, 778640
2012051409, 843654
2012051410, 991018
2012051411, 1180476
2012051412, 1347037
2012051413, 1420085
2012051414, 1158435
2012051415, 1320705
2012051416, 1324459
2012051417, 1253154
2012051418, 1343595
2012051419, 1313509
2012051420, 1112919
2012051421, 1269342
2012051422, 1343025
2012051423, 1251109
2012051500, 1341084
2012051501, 1291216
2012051502, 1233518
2012051503, 1266381
2012051504, 1202381
2012051505, 1004998
2012051506, 870950
2012051507, 809243
2012051508, 794104
2012051509, 864668
2012051510, 1001595
2012051511, 1200114
2012051512, 1328702
2012051513, 1420538
2012051514, 1155264
2012051515, 1216818
2012051516, 1162282
2012051517, 1163743
2012051518, 1176231
2012051519, 1135074
2012051520, 1190521
2012051521, 1203312
2012051522, 1252779
2012051523, 1205611
2012051600, 1190859
2012051601, 1178064
2012051602, 1199268
2012051603, 1099306
2012051604, 1140359
2012051605, 1027210
2012051606, 881331
2012051607, 807388
2012051608, 794377
2012051609, 868128
2012051610, 999687
2012051611, 1217663
2012051612, 1415948
2012051613, 1215857
2012051614, 1272815
2012051615, 1143161
2012051616, 1187016
2012051617, 1188377
2012051618, 1169008
2012051619, 1181709
2012051620, 1166885
2012051621, 1128598
2012051622, 1132723
2012051623, 1182132
2012051700, 1120185
2012051701, 1103395
2012051702, 1181721
2012051703, 1084091
2012051704, 1119483
2012051705, 1006600
2012051706, 881459
2012051707, 829836
2012051708, 825939
2012051709, 894683
2012051710, 1030634
2012051711, 1234482
2012051712, 1406136
2012051713, 1393405
2012051714, 1274587
2012051715, 1349082
2012051716, 1351456
2012051717, 1274424
2012051718, 1239494
2012051719, 1363028
2012051720, 1270344
2012051721, 1199149
2012051722, 1170882
2012051723, 1171487
2012051800, 1263986
2012051801, 1195201
2012051802, 1153653
2012051803, 1204662
2012051804, 1095881
2012051805, 997121
2012051806, 907466
2012051807, 862879
2012051808, 889581
2012051809, 929634
2012051810, 1066095
2012051811, 1165873
2012051812, 1166992
2012051813, 1158488
2012051814, 1162346
2012051815, 1216174
2012051816, 1201977
2012051817, 1150658
2012051818, 1238795
2012051819, 1203600
2012051820, 1381118
2012051821, 1332135
2012051822, 1155509
2012051823, 1211754
2012051900, 1271114
2012051901, 1261478
2012051902, 1151333
2012051903, 1194827
2012051904, 1174217
2012051905, 1138687
2012051906, 890945
2012051907, 885878
2012051908, 903559
2012051909, 939976
2012051910, 997792
2012051911, 1135708
2012051912, 1271250
2012051913, 1200331
2012051914, 1191149
2012051915, 1240160
2012051916, 1210921
2012051917, 1265246
2012051918, 1319249
2012051919, 1329989
2012051920, 1239768
2012051921, 1259558
2012051922, 1201900
2012051923, 1200797
2012052000, 1254413
2012052001, 1373458
2012052002, 1347909
2012052003, 1182921
2012052004, 1214947
2012052005, 1187667
2012052006, 1014660
2012052007, 934201
2012052008, 924832
2012052009, 954142
2012052010, 1024442
2012052011, 1142315
2012052012, 1279688
2012052013, 1312938
2012052014, 1247320
2012052015, 1217538
2012052016, 1221451
2012052017, 1372755
2012052018, 1168190
2012052019, 1316131
2012052020, 1259231
2012052021, 1320714
2012052022, 1226800
2012052023, 1276537
2012052100, 1262334
2012052101, 1289249
2012052102, 1402222
2012052103, 1277970
2012052104, 1255370
2012052105, 1087034
2012052106, 910621
2012052107, 833009
2012052108, 812305
2012052109, 882552
2012052110, 1027992
2012052111, 1212273
2012052112, 1366301
2012052113, 1453184
2012052114, 1358073
2012052115, 1326068
2012052116, 1413730
2012052117, 1325210
2012052118, 1229723
2012052119, 1382087
2012052120, 1292790
2012052121, 1326715
2012052122, 1316890
2012052123, 1329668
2012052200, 1291424
2012052201, 1345551
2012052202, 1318880
2012052203, 1259940
2012052204, 1301910
2012052205, 1051399
2012052206, 901461
2012052207, 838757
2012052208, 836997
2012052209, 902172
2012052210, 1042154
2012052211, 1229886
2012052212, 1413172
2012052213, 1581446
2012052214, 1698990
2012052215, 1639695
2012052216, 1393635
2012052217, 1319461
2012052218, 1397804
2012052219, 1425333
2012052220, 1412045
2012052221, 1408406
2012052222, 1398664
2012052223, 1324425
2012052300, 1388929
2012052301, 1468294
2012052302, 1396989
2012052303, 1361724
2012052304, 1304536
2012052305, 1081595
2012052306, 928185
2012052307, 843982
2012052308, 820436
2012052309, 888448
2012052310, 1066350
2012052311, 1259576
2012052312, 1417444
2012052313, 1583899
2012052314, 1543786
2012052315, 1512502
2012052316, 1567278
2012052317, 1438048
2012052318, 1383737
2012052319, 1450721
2012052320, 1541183
2012052321, 1593107
2012052322, 1569889
2012052323, 1529605
2012052400, 1640130
2012052401, 1545571
2012052402, 1389311
2012052403, 1413311
2012052404, 1284259
2012052405, 1111646
2012052406, 923923
2012052407, 835879
2012052408, 807901
2012052409, 868830
2012052410, 1009458
2012052411, 1202380
2012052412, 1408336
2012052413, 1597824
2012052414, 1526927
2012052415, 1526733
2012052416, 1478458
2012052417, 1365537
2012052418, 1220770
2012052419, 1267416
2012052420, 1506658
2012052421, 1405949
2012052422, 1512430
2012052423, 1479558
2012052500, 1504410
2012052501, 1504932
2012052502, 1514704
2012052503, 1391174
2012052504, 1297799
2012052505, 1113785
2012052506, 993143
2012052507, 896258
2012052508, 855431
2012052509, 909684
2012052510, 1031064
2012052511, 1228579
2012052512, 1404551
2012052513, 1596970
2012052514, 1404126
2012052515, 1599571
2012052516, 1648702
2012052517, 1499730
2012052518, 1372964
2012052519, 1356327
2012052520, 1441953
2012052521, 1443917
2012052522, 1442367
2012052523, 1383693
2012052600, 1402577
2012052601, 1465557
2012052602, 1530784
2012052603, 1507411
2012052604, 1337365
2012052605, 1138086
2012052606, 977835
2012052607, 908641
2012052608, 889528
2012052609, 910871
2012052610, 960439
2012052611, 1093781
2012052612, 1290290
2012052613, 1504235
2012052614, 1697800
2012052615, 1754681
2012052616, 1669910
2012052617, 1519635
2012052618, 1408798
2012052619, 1470994
2012052620, 1547861
2012052621, 1465466
2012052622, 1433719
2012052623, 1334093
2012052700, 1319336
2012052701, 1405503
2012052702, 1542836
2012052703, 1514042
2012052704, 1399694
2012052705, 1208293
2012052706, 1055677
2012052707, 963571
2012052708, 864728
2012052709, 942844
2012052710, 1008760
2012052711, 1131125
2012052712, 1268026
2012052713, 1485685
2012052714, 1426418
2012052715, 1405685
2012052716, 1449642
2012052717, 1478080
2012052718, 1459524
2012052719, 1437909
2012052720, 1451747
2012052721, 1409102
2012052722, 1306351
2012052723, 1312167
2012052800, 1356796
2012052801, 1380073
2012052802, 1270064
2012052803, 1319877
2012052804, 1359967
2012052805, 1205971
2012052806, 1042006
2012052807, 943601
2012052808, 906347
2012052809, 938852
2012052810, 1020422
2012052811, 1146628
2012052812, 1317288
2012052813, 1540773
2012052814, 1695666
2012052815, 1747119
2012052816, 1758410
2012052817, 1600353
2012052818, 1464237
2012052819, 1482755
2012052820, 1537890
2012052821, 1586391
2012052822, 1563695
2012052823, 1507552
2012052900, 1572220
2012052901, 1728907
2012052902, 1762241
2012052903, 1703125
2012052904, 1403929
2012052905, 1164512
2012052906, 1008729
2012052907, 929369
2012052908, 882101
2012052909, 924259
2012052910, 1035690
2012052911, 1223920
2012052912, 1394038
2012052913, 1582161
2012052914, 1696585
2012052915, 1715811
2012052916, 1602999
2012052917, 1474951
2012052918, 1417659
2012052919, 318482
2012052920, 1241410
2012052921, 1556292
2012052922, 1605919
2012052923, 1595448
2012053000, 1658440
2012053001, 1796455
2012053002, 1699984
2012053003, 1595311
2012053004, 1370277
2012053005, 1140577
2012053006, 967078
2012053007, 889382
2012053008, 710000
2012053009, 893179
2012053010, 1044672
2012053011, 1204675
2012053012, 1383356
2012053013, 1584232
2012053014, 1623566
2012053015, 1570577
2012053016, 1494954
2012053017, 1447340
2012053018, 1442482
2012053019, 1475822
2012053020, 1528566
2012053021, 1566611
2012053022, 1589330
2012053023, 1588463
2012053100, 1685753
2012053101, 1440503
2012053102, 1470953
2012053103, 1592661
2012053104, 1409876
2012053105, 1172658
2012053106, 994146
2012053107, 898217
2012053108, 860741
2012053109, 900013
2012053110, 1047792
2012053111, 1214163
2012053112, 1398100
2012053113, 1584052
2012053114, 1455758
2012053115, 1390285
2012053116, 1442104
2012053117, 1468324
2012053118, 1460271
2012053119, 1488567
2012053120, 1446748
2012053121, 1478341
2012053122, 1578551
2012053123, 1512952
2012060100, 1510653
2012060101, 1564371
2012060102, 1682389
2012060103, 1557518
2012060104, 1378515
2012060105, 1184901
2012060106, 1041128
2012060107, 944801
2012060108, 931574
2012060109, 966313
2012060110, 1080924
2012060111, 1276360
2012060112, 1416167
2012060113, 1640233
2012060114, 1611526
2012060115, 1494052
2012060116, 1528692
2012060117, 1484022
2012060118, 1447500
2012060119, 1417379
2012060120, 1464952
2012060121, 1488063
2012060122, 1497400
2012060123, 1482359
2012060200, 1474979
2012060201, 1569062
2012060202, 1624948
2012060203, 1720718
2012060204, 1505810
2012060205, 1196691
2012060206, 1029096
2012060207, 959049
2012060208, 960294
2012060209, 975856
2012060210, 1006027
2012060211, 1126010
2012060212, 1279382
2012060213, 1444431
2012060214, 1481905
2012060215, 1503004
2012060216, 1542899
2012060217, 1540893
2012060218, 1476922
2012060219, 1402921
2012060220, 1373288
2012060221, 1340046
2012060222, 1352469
2012060223, 1367715
2012060300, 1404028
2012060301, 1449411
2012060302, 1444047
2012060303, 1467742
2012060304, 1470168
2012060305, 1274571
2012060306, 1088668
2012060307, 997822
2012060308, 978124
2012060309, 988930
2012060310, 1073551
2012060311, 1200480
2012060312, 1376857
2012060313, 1427403
2012060314, 1386218
